,Data,Bin_Number,M_Value,Prob_Value,Zero_One_Loss_Avg,P_Macro_Avg,Average
284,Cancer,19,28,0.00035714285714285714,0.9483126293995859,0.9358946212445332,0.9421036253220596
285,Cancer,19,29,0.0003448275862068965,0.9483126293995859,0.9358946212445332,0.9421036253220596
286,Cancer,19,30,0.0003333333333333333,0.9475983436853003,0.9353484396139862,0.9414733916496432
287,Cancer,19,31,0.0003225806451612903,0.9468840579710145,0.9346166468968994,0.9407503524339569
288,Cancer,19,32,0.0003125,0.9468840579710145,0.9346166468968994,0.9407503524339569
289,Cancer,19,33,0.00030303030303030303,0.9468840579710145,0.9346166468968994,0.9407503524339569
290,Cancer,20,24,0.0004166666666666667,0.9439026915113871,0.9316811372389914,0.9377919143751892
291,Cancer,20,25,0.0004,0.9439026915113871,0.9316811372389914,0.9377919143751892
292,Cancer,20,26,0.0003846153846153846,0.944616977225673,0.9326335181913723,0.9386252477085226
293,Cancer,20,27,0.00037037037037037035,0.944616977225673,0.9326335181913723,0.9386252477085226
294,Cancer,20,28,0.00035714285714285714,0.9453312629399585,0.9334993190571732,0.9394152909985658
295,Cancer,20,29,0.0003448275862068965,0.9453312629399585,0.9334993190571732,0.9394152909985658
296,Cancer,20,30,0.0003333333333333333,0.9453312629399585,0.9334993190571732,0.9394152909985658
297,Cancer,20,31,0.0003225806451612903,0.9453312629399585,0.9334993190571732,0.9394152909985658
298,Cancer,20,32,0.0003125,0.9453312629399585,0.9334993190571732,0.9394152909985658
299,Cancer,20,33,0.00030303030303030303,0.9460559006211181,0.9338487814227646,0.9399523410219414
300,Glass,11,24,0.0004166666666666667,0.6956709956709957,0.5051755678961561,0.600423281783576
301,Glass,11,25,0.0004,0.6909090909090909,0.5093895830476713,0.6001493369783811
